PumpTask	TimePoint	ExpectedPH	ActualPH	DidPump	PumpMultiplier
8	2024-06-10 10.49.01	6.000000001	6.018242123	FALSE	0
9	2024-06-10 10.49.05	6.000000001	6.026845638	FALSE	0
10	2024-06-10 10.49.06	6.000000001	6.083100948	FALSE	0
11	2024-06-10 10.49.17	6.000000001	5.937131631	TRUE	1
12	2024-06-10 10.49.18	6.000000001	6.013904338	FALSE	0
8	2024-06-10 10.50.02	6.000000001	6.018242123	FALSE	0
9	2024-06-10 10.50.06	6.000000001	6.021812081	FALSE	0
10	2024-06-10 10.50.07	6.000000001	6.081427775	FALSE	0
11	2024-06-10 10.50.19	6.000000001	5.933202358	TRUE	1
12	2024-06-10 10.50.20	6.000000001	6.012235818	FALSE	0
8	2024-06-10 10.51.03	6.000000001	6.014925373	FALSE	0
9	2024-06-10 10.51.07	6.000000001	6.016778523	FALSE	0
10	2024-06-10 10.51.12	6.000000001	6.078081428	FALSE	0
11	2024-06-10 10.51.21	6.000000001	5.937131631	TRUE	1
12	2024-06-10 10.51.22	6.000000001	6.035595106	FALSE	0
8	2024-06-10 10.52.04	6.000000001	6.013266998	FALSE	0
9	2024-06-10 10.52.08	6.000000001	6.020134228	FALSE	0
10	2024-06-10 10.52.13	6.000000001	6.076408254	FALSE	0
11	2024-06-10 10.52.22	6.000000001	5.950884086	TRUE	1
12	2024-06-10 10.52.23	6.000000001	6.043937709	FALSE	0
8	2024-06-10 10.53.05	6.000000001	6.011608624	FALSE	0
9	2024-06-10 10.53.09	6.000000001	6.020134228	FALSE	0
10	2024-06-10 10.53.14	6.000000001	6.076408254	FALSE	0
11	2024-06-10 10.53.24	6.000000001	5.927308448	TRUE	1
12	2024-06-10 10.53.25	6.000000001	6.042269188	FALSE	0
8	2024-06-10 10.54.06	6.000000001	6.009950249	FALSE	0
9	2024-06-10 10.54.10	6.000000001	6.016778523	FALSE	0
10	2024-06-10 10.54.15	6.000000001	6.069715561	FALSE	0
11	2024-06-10 10.54.25	6.000000001	5.927308448	TRUE	1
12	2024-06-10 10.54.26	6.000000001	6.040600667	FALSE	0
8	2024-06-10 10.55.07	6.000000001	6.006633499	FALSE	0
9	2024-06-10 10.55.11	6.000000001	6.015100671	FALSE	0
10	2024-06-10 10.55.16	6.000000001	6.069715561	FALSE	0
11	2024-06-10 10.55.27	6.000000001	5.927308448	TRUE	1
12	2024-06-10 10.55.28	6.000000001	6.038932147	FALSE	0
8	2024-06-10 10.56.08	6.000000001	6.004975124	FALSE	0
9	2024-06-10 10.56.12	6.000000001	6.015100671	FALSE	0
10	2024-06-10 10.56.17	6.000000001	6.068042387	FALSE	0
11	2024-06-10 10.56.28	6.000000001	5.927308448	TRUE	1
12	2024-06-10 10.56.29	6.000000001	6.037263626	FALSE	0
8	2024-06-10 10.57.09	6.000000001	6.248756219	FALSE	0
9	2024-06-10 10.57.14	6.000000001	5.983221477	TRUE	1
10	2024-06-10 10.57.18	6.000000001	6.066369214	FALSE	0
11	2024-06-10 10.57.29	6.000000001	6.019646365	FALSE	0
12	2024-06-10 10.57.30	6.000000001	6.030589544	FALSE	0
8	2024-06-10 10.58.10	6.000000001	6.048092869	FALSE	0
9	2024-06-10 10.58.15	6.000000001	6.046979866	FALSE	0
10	2024-06-10 10.58.19	6.000000001	6.012827663	FALSE	0
11	2024-06-10 10.58.31	6.000000001	5.404715128	TRUE	1
12	2024-06-10 10.58.32	6.000000001	6.023915462	FALSE	0
8	2024-06-10 10.59.11	6.000000001	6.051409619	FALSE	0
9	2024-06-10 10.59.16	6.000000001	6.026845638	FALSE	0
10	2024-06-10 10.59.20	6.000000001	6.01115449	FALSE	0
11	2024-06-10 10.59.32	6.000000001	5.905697446	TRUE	1
12	2024-06-10 10.59.33	6.000000001	6.028921023	FALSE	0
8	2024-06-10 11.00.12	6.000000001	6.051409619	FALSE	0
9	2024-06-10 11.00.17	6.000000001	6.025167785	FALSE	0
10	2024-06-10 11.00.21	6.000000001	6.014500837	FALSE	0
11	2024-06-10 11.00.34	6.000000001	5.907662083	TRUE	1
12	2024-06-10 11.00.35	6.000000001	6.028921023	FALSE	0
8	2024-06-10 11.01.13	6.000000001	6.054726368	FALSE	0
9	2024-06-10 11.01.18	6.000000001	6.020134228	FALSE	0
10	2024-06-10 11.01.22	6.000000001	6.009481316	FALSE	0
11	2024-06-10 11.01.36	6.000000001	5.913555992	TRUE	1
12	2024-06-10 11.01.37	6.000000001	6.023915462	FALSE	0
8	2024-06-10 11.02.14	6.000000001	6.054726368	FALSE	0
9	2024-06-10 11.02.19	6.000000001	6.018456376	FALSE	0
10	2024-06-10 11.02.23	6.000000001	6.007808143	FALSE	0
11	2024-06-10 11.02.37	6.000000001	5.907662083	TRUE	1
12	2024-06-10 11.02.38	6.000000001	6.022246941	FALSE	0
8	2024-06-10 11.03.15	6.000000001	6.053067993	FALSE	0
9	2024-06-10 11.03.20	6.000000001	6.015100671	FALSE	0
10	2024-06-10 11.03.24	6.000000001	6.004461796	FALSE	0
11	2024-06-10 11.03.39	6.000000001	5.89194499	TRUE	1
12	2024-06-10 11.03.40	6.000000001	6.02057842	FALSE	0
8	2024-06-10 11.04.16	6.000000001	6.051409619	FALSE	0
9	2024-06-10 11.04.21	6.000000001	6.011744966	FALSE	0
10	2024-06-10 11.04.25	6.000000001	6.001115449	FALSE	0
11	2024-06-10 11.04.40	6.000000001	5.923379175	TRUE	1
12	2024-06-10 11.04.41	6.000000001	6.0189099	FALSE	0
8	2024-06-10 11.05.17	6.000000001	6.051409619	FALSE	0
9	2024-06-10 11.05.22	6.000000001	6.010067114	FALSE	0
10	2024-06-10 11.05.27	6.000000001	5.997769102	TRUE	1
11	2024-06-10 11.05.42	6.000000001	5.94891945	TRUE	1
12	2024-06-10 11.05.43	6.000000001	6.017241379	FALSE	0
8	2024-06-10 11.06.18	6.000000001	6.051409619	FALSE	0
9	2024-06-10 11.06.23	6.000000001	6.010067114	FALSE	0
10	2024-06-10 11.06.29	6.000000001	5.994422755	TRUE	1
11	2024-06-10 11.06.43	6.000000001	5.958742633	TRUE	1
12	2024-06-10 11.06.44	6.000000001	6.013904338	FALSE	0
8	2024-06-10 11.07.20	6.000000001	6.048092869	FALSE	0
9	2024-06-10 11.07.24	6.000000001	6.005033557	FALSE	0
10	2024-06-10 11.07.30	6.000000001	5.994422755	TRUE	1
11	2024-06-10 11.07.45	6.000000002	5.972495088	TRUE	1
12	2024-06-10 11.07.46	6.000000002	6.008898776	FALSE	0
8	2024-06-10 11.08.21	6.000000002	6.046434494	FALSE	0
9	2024-06-10 11.08.25	6.000000002	6.003355705	FALSE	0
10	2024-06-10 11.08.31	6.000000002	6.006134969	FALSE	0
11	2024-06-10 11.08.47	6.000000002	5.99410609	TRUE	1
12	2024-06-10 11.08.48	6.000000002	6.007230256	FALSE	0
8	2024-06-10 11.09.22	6.000000002	6.04145937	FALSE	0
9	2024-06-10 11.09.27	6.000000002	6	TRUE	1
10	2024-06-10 11.09.32	6.000000002	6.002788622	FALSE	0
11	2024-06-10 11.09.48	6.000000002	6.00589391	FALSE	0
12	2024-06-10 11.09.49	6.000000002	6.005561735	FALSE	0
8	2024-06-10 11.10.23	6.000000002	6.03814262	FALSE	0
9	2024-06-10 11.10.28	6.000000002	5.998322148	TRUE	1
10	2024-06-10 11.10.34	6.000000002	5.997769102	TRUE	1
11	2024-06-10 11.10.49	6.000000002	6.007858546	FALSE	0
12	2024-06-10 11.10.50	6.000000002	6.002224694	FALSE	0
8	2024-06-10 11.11.24	6.000000002	6.034825871	FALSE	0
9	2024-06-10 11.11.30	6.000000002	5.994966443	TRUE	1
10	2024-06-10 11.11.35	6.000000002	6.006134969	FALSE	0
11	2024-06-10 11.11.50	6.000000002	6.003929273	FALSE	0
12	2024-06-10 11.11.51	6.000000002	5.998887653	TRUE	1
8	2024-06-10 11.12.25	6.000000002	6.033167496	FALSE	0
9	2024-06-10 11.12.31	6.000000002	5.993288591	TRUE	1
10	2024-06-10 11.12.36	6.000000002	6.004461796	FALSE	0
11	2024-06-10 11.12.51	6.000000002	5.998035363	TRUE	1
12	2024-06-10 11.12.53	6.000000002	5.995550612	TRUE	1
8	2024-06-10 11.13.26	6.000000002	6.029850746	FALSE	0
9	2024-06-10 11.13.32	6.000000002	6.005033557	FALSE	0
10	2024-06-10 11.13.37	6.000000002	6.001115449	FALSE	0
11	2024-06-10 11.13.52	6.000000002	6.009823183	FALSE	0
12	2024-06-10 11.13.54	6.000000002	5.992213571	TRUE	1
8	2024-06-10 11.14.27	6.000000002	6.026533997	FALSE	0
9	2024-06-10 11.14.34	6.000000002	6.003355705	FALSE	0
10	2024-06-10 11.14.39	6.000000002	5.996095929	TRUE	1
11	2024-06-10 11.14.53	6.000000002	6.021611002	FALSE	0
12	2024-06-10 11.14.55	6.000000002	6.000556174	FALSE	0
8	2024-06-10 11.15.28	6.000000002	6.026533997	FALSE	0
9	2024-06-10 11.15.35	6.000000002	6	TRUE	1
10	2024-06-10 11.15.40	6.000000002	6.007808143	FALSE	0
11	2024-06-10 11.15.54	6.000000002	6.155206287	FALSE	0
12	2024-06-10 11.15.57	6.000000002	5.997219132	TRUE	1
8	2024-06-10 11.16.29	6.000000002	6.023217247	FALSE	0
9	2024-06-10 11.16.36	6.000000002	6.013422819	FALSE	0
10	2024-06-10 11.16.41	6.000000002	6.006134969	FALSE	0
11	2024-06-10 11.16.55	6.000000002	6.049115914	FALSE	0
12	2024-06-10 11.16.59	6.000000002	5.995550612	TRUE	1
8	2024-06-10 11.17.30	6.000000002	6.019900498	FALSE	0
9	2024-06-10 11.17.37	6.000000002	6.031879195	FALSE	0
10	2024-06-10 11.17.42	6.000000002	6.002788622	FALSE	0
11	2024-06-10 11.17.57	6.000000002	6.019646365	FALSE	0
12	2024-06-10 11.18.00	6.000000002	5.992213571	TRUE	1
8	2024-06-10 11.18.31	6.000000002	6.016583748	FALSE	0
9	2024-06-10 11.18.38	6.000000002	6.038590604	FALSE	0
10	2024-06-10 11.18.43	6.000000002	5.997769102	TRUE	1
11	2024-06-10 11.18.58	6.000000002	6.015717092	FALSE	0
12	2024-06-10 11.19.01	6.000000002	6.037263626	FALSE	0
8	2024-06-10 11.19.32	6.000000002	6.014925373	FALSE	0
9	2024-06-10 11.19.40	6.000000002	6.036912752	FALSE	0
10	2024-06-10 11.19.45	6.000000002	6.001115449	FALSE	0
11	2024-06-10 11.19.59	6.000000002	6.011787819	FALSE	0
12	2024-06-10 11.20.02	6.000000002	6.037263626	FALSE	0
8	2024-06-10 11.20.33	6.000000002	6.011608624	FALSE	0
9	2024-06-10 11.20.41	6.000000002	6.033557047	FALSE	0
10	2024-06-10 11.20.46	6.000000002	5.997769102	TRUE	1
11	2024-06-10 11.21.00	6.000000002	6.015717092	FALSE	0
12	2024-06-10 11.21.04	6.000000002	6.035595106	FALSE	0
8	2024-06-10 11.21.35	6.000000002	6.008291874	FALSE	0
9	2024-06-10 11.21.42	6.000000002	6.030201342	FALSE	0
10	2024-06-10 11.21.47	6.000000002	6.007808143	FALSE	0
11	2024-06-10 11.22.01	6.000000002	6.013752456	FALSE	0
12	2024-06-10 11.22.05	6.000000002	6.033926585	FALSE	0
8	2024-06-10 11.22.36	6.000000002	6.006633499	FALSE	0
9	2024-06-10 11.22.43	6.000000002	6.026845638	FALSE	0
10	2024-06-10 11.22.48	6.000000002	6.006134969	FALSE	0
11	2024-06-10 11.23.02	6.000000002	6.009823183	FALSE	0
12	2024-06-10 11.23.06	6.000000002	6.030589544	FALSE	0
8	2024-06-10 11.23.37	6.000000002	6.00331675	FALSE	0
9	2024-06-10 11.23.44	6.000000002	6.023489933	FALSE	0
10	2024-06-10 11.23.49	6.000000002	6.002788622	FALSE	0
11	2024-06-10 11.24.03	6.000000002	6.003929273	FALSE	0
12	2024-06-10 11.24.07	6.000000002	6.027252503	FALSE	0
8	2024-06-10 11.24.38	6.000000002	6	TRUE	1
9	2024-06-10 11.24.45	6.000000002	6.020134228	FALSE	0
10	2024-06-10 11.24.51	6.000000002	5.997769102	TRUE	1
11	2024-06-10 11.25.05	6.000000002	5.998035363	TRUE	1
12	2024-06-10 11.25.08	6.000000002	6.023915462	FALSE	0
8	2024-06-10 11.25.40	6.000000002	5.99668325	TRUE	2
9	2024-06-10 11.25.46	6.000000002	6.018456376	FALSE	0
10	2024-06-10 11.25.52	6.000000002	6.01617401	FALSE	0
11	2024-06-10 11.26.06	6.000000002	6.009823183	FALSE	0
12	2024-06-10 11.26.09	6.000000002	6.02057842	FALSE	0
8	2024-06-10 11.26.43	6.000000002	5.995024876	TRUE	3
9	2024-06-10 11.26.47	6.000000002	6.015100671	FALSE	0
10	2024-06-10 11.26.53	6.000000003	6.02119353	FALSE	0
11	2024-06-10 11.27.07	6.000000003	5.998035363	TRUE	1
12	2024-06-10 11.27.10	6.000000003	6.0189099	FALSE	0
8	2024-06-10 11.27.45	6.000000003	6.046434494	TRUE	2
9	2024-06-10 11.27.48	6.000000003	6.013422819	FALSE	0
10	2024-06-10 11.27.54	6.000000003	6.014500837	FALSE	0
11	2024-06-10 11.28.08	6.000000003	6.017681729	FALSE	0
12	2024-06-10 11.28.11	6.000000003	6.015572859	FALSE	0
8	2024-06-10 11.28.47	6.000000003	6.061359867	TRUE	1
9	2024-06-10 11.28.49	6.000000003	6.011744966	FALSE	0
10	2024-06-10 11.28.55	6.000000003	6.012827663	FALSE	0
11	2024-06-10 11.29.10	6.000000003	6.019646365	FALSE	0
12	2024-06-10 11.29.12	6.000000003	6.012235818	FALSE	0
8	2024-06-10 11.29.48	6.000000003	6.072968491	FALSE	0
9	2024-06-10 11.29.50	6.000000003	6.010067114	FALSE	0
10	2024-06-10 11.29.57	6.000000003	6.012827663	FALSE	0
11	2024-06-10 11.30.11	6.000000003	6.003929273	FALSE	0
12	2024-06-10 11.30.13	6.000000003	6.010567297	FALSE	0
8	2024-06-10 11.30.49	6.000000003	6.074626866	FALSE	0
9	2024-06-10 11.30.52	6.000000003	6.006711409	FALSE	0
10	2024-06-10 11.30.58	6.000000003	6.01115449	FALSE	0
11	2024-06-10 11.31.12	6.000000003	6.009823183	FALSE	0
12	2024-06-10 11.31.14	6.000000003	6.008898776	FALSE	0
8	2024-06-10 11.31.50	6.000000003	6.074626866	FALSE	0
9	2024-06-10 11.31.53	6.000000003	6.005033557	FALSE	0
10	2024-06-10 11.31.59	6.000000003	6.009481316	FALSE	0
11	2024-06-10 11.32.13	6.000000003	6	TRUE	1
12	2024-06-10 11.32.16	6.000000003	6.007230256	FALSE	0
8	2024-06-10 11.32.51	6.000000003	6.072968491	FALSE	0
9	2024-06-10 11.32.54	6.000000003	6.001677852	FALSE	0
10	2024-06-10 11.33.00	6.000000003	6.007808143	FALSE	0
11	2024-06-10 11.33.14	6.000000003	6.029469548	FALSE	0
12	2024-06-10 11.33.17	6.000000003	6.003893215	FALSE	0
8	2024-06-10 11.33.52	6.000000003	6.077943615	FALSE	0
9	2024-06-10 11.33.55	6.000000003	5.998322148	TRUE	1
10	2024-06-10 11.34.01	6.000000003	6.006134969	FALSE	0
11	2024-06-10 11.34.16	6.000000003	6.019646365	FALSE	0
12	2024-06-10 11.34.18	6.000000003	6.002224694	FALSE	0
8	2024-06-10 11.34.53	6.000000003	6.077943615	FALSE	0
9	2024-06-10 11.34.56	6.000000003	6.033557047	FALSE	0
10	2024-06-10 11.35.02	6.000000003	6.002788622	FALSE	0
11	2024-06-10 11.35.17	6.000000003	6.015717092	FALSE	0
12	2024-06-10 11.35.19	6.000000003	5.998887653	TRUE	1
8	2024-06-10 11.35.54	6.000000003	6.074626866	FALSE	0
9	2024-06-10 11.35.58	6.000000003	6.035234899	FALSE	0
10	2024-06-10 11.36.03	6.000000003	6.001115449	FALSE	0
11	2024-06-10 11.36.18	6.000000003	6.023575639	FALSE	0
12	2024-06-10 11.36.20	6.000000003	6.012235818	FALSE	0
8	2024-06-10 11.36.56	6.000000003	6.072968491	FALSE	0
9	2024-06-10 11.36.59	6.000000003	6.035234899	FALSE	0
10	2024-06-10 11.37.05	6.000000003	5.997769102	TRUE	1
11	2024-06-10 11.37.19	6.000000003	6.019646365	FALSE	0
12	2024-06-10 11.37.22	6.000000003	6.010567297	FALSE	0
8	2024-06-10 11.37.57	6.000000003	6.071310116	FALSE	0
9	2024-06-10 11.38.00	6.000000003	6.035234899	FALSE	0
10	2024-06-10 11.38.06	6.000000003	6.007808143	FALSE	0
11	2024-06-10 11.38.20	6.000000003	6.009823183	FALSE	0
12	2024-06-10 11.38.23	6.000000003	6.008898776	FALSE	0
8	2024-06-10 11.38.58	6.000000003	6.067993367	FALSE	0
9	2024-06-10 11.39.01	6.000000003	6.033557047	FALSE	0
10	2024-06-10 11.39.07	6.000000003	6.007808143	FALSE	0
11	2024-06-10 11.39.21	6.000000003	6.00589391	FALSE	0
12	2024-06-10 11.39.24	6.000000003	6.007230256	FALSE	0
8	2024-06-10 11.39.59	6.000000003	6.066334992	FALSE	0
9	2024-06-10 11.40.02	6.000000003	6.031879195	FALSE	0
10	2024-06-10 11.40.08	6.000000003	6.004461796	FALSE	0
11	2024-06-10 11.40.22	6.000000003	6.003929273	FALSE	0
12	2024-06-10 11.40.25	6.000000003	6.005561735	FALSE	0
8	2024-06-10 11.41.00	6.000000003	6.066334992	FALSE	0
9	2024-06-10 11.41.03	6.000000003	6.030201342	FALSE	0
10	2024-06-10 11.41.09	6.000000003	6.002788622	FALSE	0
11	2024-06-10 11.41.23	6.000000003	6.00589391	FALSE	0
12	2024-06-10 11.41.26	6.000000003	6.002224694	FALSE	0
8	2024-06-10 11.42.01	6.000000003	6.061359867	FALSE	0
9	2024-06-10 11.42.04	6.000000003	6.02852349	FALSE	0
10	2024-06-10 11.42.10	6.000000003	6.001115449	FALSE	0
11	2024-06-10 11.42.24	6.000000003	6.007858546	FALSE	0
12	2024-06-10 11.42.27	6.000000003	6.000556174	FALSE	0
8	2024-06-10 11.43.02	6.000000003	6.059701493	FALSE	0
9	2024-06-10 11.43.05	6.000000003	6.026845638	FALSE	0
10	2024-06-10 11.43.12	6.000000003	5.997769102	TRUE	1
11	2024-06-10 11.43.25	6.000000003	6.007858546	FALSE	0
12	2024-06-10 11.43.29	6.000000003	5.997219132	TRUE	1
8	2024-06-10 11.44.03	6.000000003	6.056384743	FALSE	0
9	2024-06-10 11.44.06	6.000000003	6.025167785	FALSE	0
10	2024-06-10 11.44.13	6.000000003	6.019520357	FALSE	0
11	2024-06-10 11.44.27	6.000000003	5.99410609	TRUE	1
12	2024-06-10 11.44.30	6.000000003	6.007230256	FALSE	0
8	2024-06-10 11.45.04	6.000000003	6.054726368	FALSE	0
9	2024-06-10 11.45.07	6.000000003	6.023489933	FALSE	0
10	2024-06-10 11.45.14	6.000000003	6.019520357	FALSE	0
11	2024-06-10 11.45.28	6.000000003	6.021611002	FALSE	0
12	2024-06-10 11.45.31	6.000000003	6.007230256	FALSE	0
8	2024-06-10 11.46.05	6.000000004	6.051409619	FALSE	0
9	2024-06-10 11.46.09	6.000000004	6.021812081	FALSE	0
10	2024-06-10 11.46.15	6.000000004	6.017847183	FALSE	0
11	2024-06-10 11.46.29	6.000000004	6.009823183	FALSE	0
12	2024-06-10 11.46.32	6.000000004	6.005561735	FALSE	0
8	2024-06-10 11.47.06	6.000000004	6.049751244	FALSE	0
9	2024-06-10 11.47.10	6.000000004	6.020134228	FALSE	0
10	2024-06-10 11.47.16	6.000000004	6.014500837	FALSE	0
11	2024-06-10 11.47.30	6.000000004	6.009823183	FALSE	0
12	2024-06-10 11.47.33	6.000000004	6.003893215	FALSE	0
8	2024-06-10 11.48.08	6.000000004	6.046434494	FALSE	0
9	2024-06-10 11.48.11	6.000000004	6.018456376	FALSE	0
10	2024-06-10 11.48.17	6.000000004	6.012827663	FALSE	0
11	2024-06-10 11.48.31	6.000000004	6.011787819	FALSE	0
12	2024-06-10 11.48.34	6.000000004	6.002224694	FALSE	0
8	2024-06-10 11.49.09	6.000000004	6.044776119	FALSE	0
9	2024-06-10 11.49.12	6.000000004	6.016778523	FALSE	0
10	2024-06-10 11.49.18	6.000000004	6.01115449	FALSE	0
11	2024-06-10 11.49.32	6.000000004	6.003929273	FALSE	0
12	2024-06-10 11.49.36	6.000000004	5.998887653	TRUE	1
8	2024-06-10 11.50.10	6.000000004	6.044776119	FALSE	0
9	2024-06-10 11.50.13	6.000000004	6.015100671	FALSE	0
10	2024-06-10 11.50.19	6.000000004	6.009481316	FALSE	0
11	2024-06-10 11.50.34	6.000000004	6.003929273	FALSE	0
12	2024-06-10 11.50.37	6.000000004	6.013904338	FALSE	0
8	2024-06-10 11.51.11	6.000000004	6.043117745	FALSE	0
9	2024-06-10 11.51.14	6.000000004	6.013422819	FALSE	0
10	2024-06-10 11.51.21	6.000000004	6.007808143	FALSE	0
11	2024-06-10 11.51.35	6.000000004	5.998035363	TRUE	1
12	2024-06-10 11.51.38	6.000000004	6.015572859	FALSE	0
8	2024-06-10 11.52.12	6.000000004	6.04145937	FALSE	0
9	2024-06-10 11.52.15	6.000000004	6.013422819	FALSE	0
10	2024-06-10 11.52.22	6.000000004	6.006134969	FALSE	0
11	2024-06-10 11.52.36	6.000000004	6.029469548	FALSE	0
12	2024-06-10 11.52.39	6.000000004	6.012235818	FALSE	0
8	2024-06-10 11.53.13	6.000000004	6.039800995	FALSE	0
9	2024-06-10 11.53.16	6.000000004	6.010067114	FALSE	0
10	2024-06-10 11.53.23	6.000000004	6.002788622	FALSE	0
11	2024-06-10 11.53.37	6.000000004	6.019646365	FALSE	0
12	2024-06-10 11.53.40	6.000000004	6.010567297	FALSE	0
8	2024-06-10 11.54.14	6.000000004	6.03814262	FALSE	0
9	2024-06-10 11.54.21	6.000000004	6.008389262	FALSE	0
10	2024-06-10 11.54.24	6.000000004	6.001115449	FALSE	0
11	2024-06-10 11.54.38	6.000000004	6.025540275	FALSE	0
12	2024-06-10 11.54.41	6.000000004	6.010567297	FALSE	0
8	2024-06-10 11.55.15	6.000000004	6.03814262	FALSE	0
9	2024-06-10 11.55.23	6.000000004	6.006711409	FALSE	0
10	2024-06-10 11.55.25	6.000000004	5.996095929	TRUE	1
11	2024-06-10 11.55.40	6.000000004	6.092337917	FALSE	0
12	2024-06-10 11.55.42	6.000000004	6.007230256	FALSE	0
8	2024-06-10 11.56.16	6.000000004	6.034825871	FALSE	0
9	2024-06-10 11.56.24	6.000000004	6.005033557	FALSE	0
10	2024-06-10 11.56.27	6.000000004	6.004461796	FALSE	0
11	2024-06-10 11.56.41	6.000000004	6.086444008	FALSE	0
12	2024-06-10 11.56.43	6.000000004	6.005561735	FALSE	0
8	2024-06-10 11.57.17	6.000000004	6.033167496	FALSE	0
9	2024-06-10 11.57.25	6.000000004	6.005033557	FALSE	0
10	2024-06-10 11.57.28	6.000000004	6.004461796	FALSE	0
11	2024-06-10 11.57.42	6.000000004	6.078585462	FALSE	0
12	2024-06-10 11.57.45	6.000000004	6.003893215	FALSE	0
8	2024-06-10 11.58.23	6.000000004	6.028192371	FALSE	0
9	2024-06-10 11.58.26	6.000000004	6.003355705	FALSE	0
10	2024-06-10 11.58.29	6.000000004	6.004461796	FALSE	0
11	2024-06-10 11.58.43	6.000000004	6.080550098	FALSE	0
12	2024-06-10 11.58.46	6.000000004	6.002224694	FALSE	0
8	2024-06-10 11.59.24	6.000000004	6.026533997	FALSE	0
9	2024-06-10 11.59.27	6.000000004	6.001677852	FALSE	0
10	2024-06-10 11.59.30	6.000000004	6.002788622	FALSE	0
11	2024-06-10 11.59.44	6.000000004	6.072691552	FALSE	0
12	2024-06-10 11.59.47	6.000000004	6.000556174	FALSE	0
8	2024-06-10 12.00.25	6.000000004	6.024875622	FALSE	0
9	2024-06-10 12.00.29	6.000000004	6	TRUE	1
10	2024-06-10 12.00.31	6.000000004	6.002788622	FALSE	0
11	2024-06-10 12.00.45	6.000000004	6.072691552	FALSE	0
12	2024-06-10 12.00.48	6.000000004	5.997219132	TRUE	1
8	2024-06-10 12.01.26	6.000000004	6.023217247	FALSE	0
9	2024-06-10 12.01.30	6.000000004	6.005033557	FALSE	0
10	2024-06-10 12.01.32	6.000000004	6.001115449	FALSE	0
11	2024-06-10 12.01.46	6.000000004	6.068762279	FALSE	0
12	2024-06-10 12.01.49	6.000000004	6.007230256	FALSE	0
8	2024-06-10 12.02.27	6.000000004	6.021558872	FALSE	0
9	2024-06-10 12.02.31	6.000000004	6.008389262	FALSE	0
10	2024-06-10 12.02.34	6.000000004	5.997769102	TRUE	1
11	2024-06-10 12.02.48	6.000000004	6.068762279	FALSE	0
12	2024-06-10 12.02.51	6.000000004	6.007230256	FALSE	0
8	2024-06-10 12.03.28	6.000000004	6.018242123	FALSE	0
9	2024-06-10 12.03.32	6.000000004	6.010067114	FALSE	0
