PumpTask	TimePoint	ExpectedPH	ActualPH	DidPump	PumpMultiplier
12	2024-02-08 15.03.04	5.706093956	5.696986006	TRUE	1
1	2024-02-08 15.03.29	5.706360044	5.728401728	FALSE	0
2	2024-02-08 15.03.31	5.706376192	5.755422993	FALSE	0
3	2024-02-08 15.03.34	5.706407474	5.718682505	FALSE	0
4	2024-02-08 15.03.38	5.70643926	5.685651698	TRUE	1
5	2024-02-08 15.03.40	5.706465803	5.653160454	TRUE	1
6	2024-02-08 15.03.43	5.706498045	5.722457627	FALSE	0
7	2024-02-08 15.03.47	5.706542365	5.641416894	TRUE	1
8	2024-02-08 15.03.55	5.706627208	5.720401691	FALSE	0
9	2024-02-08 15.03.58	5.70665431	5.657004831	TRUE	1
10	2024-02-08 15.04.00	5.70667095	5.703444564	TRUE	1
11	2024-02-08 15.04.03	5.706708494	5.717962466	FALSE	0
12	2024-02-08 15.04.06	5.706735535	5.695371367	TRUE	1
1	2024-02-08 15.04.30	5.70699596	5.725161987	FALSE	0
2	2024-02-08 15.04.32	5.707012613	5.752169197	FALSE	0
3	2024-02-08 15.04.35	5.707043857	5.717062635	FALSE	0
4	2024-02-08 15.04.39	5.707080855	5.684008762	TRUE	1
5	2024-02-08 15.04.42	5.707107419	5.679092382	TRUE	1
6	2024-02-08 15.04.44	5.707133985	5.719279661	FALSE	0
7	2024-02-08 15.04.49	5.707183971	5.638147139	TRUE	1
8	2024-02-08 15.04.56	5.70726312	5.725158562	FALSE	0
9	2024-02-08 15.05.00	5.70729597	5.663446055	TRUE	1
10	2024-02-08 15.05.05	5.707312578	5.700215285	TRUE	1
11	2024-02-08 15.05.06	5.707371412	5.713136729	FALSE	0
12	2024-02-08 15.05.08	5.707382321	5.692142088	TRUE	1
1	2024-02-08 15.05.32	5.707632362	5.723542117	FALSE	0
2	2024-02-08 15.05.33	5.707649032	5.748915401	FALSE	0
3	2024-02-08 15.05.36	5.70768026	5.715442765	FALSE	0
4	2024-02-08 15.05.41	5.707722482	5.682365827	TRUE	1
5	2024-02-08 15.05.43	5.707749038	5.700162075	TRUE	1
6	2024-02-08 15.05.45	5.707770357	5.717690678	FALSE	0
7	2024-02-08 15.05.51	5.707825597	5.647956403	TRUE	1
8	2024-02-08 15.05.57	5.707899555	5.721987315	FALSE	0
9	2024-02-08 15.06.01	5.707937609	5.668276973	TRUE	1
10	2024-02-08 15.06.07	5.707996426	5.698600646	TRUE	1
11	2024-02-08 15.06.08	5.708013048	5.71152815	FALSE	0
12	2024-02-08 15.06.09	5.708023963	5.7131324	FALSE	0
1	2024-02-08 15.06.33	5.708268976	5.720302376	FALSE	0
2	2024-02-08 15.06.34	5.708285451	5.747288503	FALSE	0
3	2024-02-08 15.06.37	5.708316187	5.713822894	FALSE	0
4	2024-02-08 15.06.42	5.708364104	5.680722892	TRUE	1
5	2024-02-08 15.06.44	5.708390661	5.719611021	FALSE	0
6	2024-02-08 15.06.46	5.708406271	5.714512712	FALSE	0
7	2024-02-08 15.06.52	5.708467242	5.65613079	TRUE	1
8	2024-02-08 15.06.58	5.708535965	5.718816068	FALSE	0
9	2024-02-08 15.07.03	5.708579212	5.674718196	TRUE	1
10	2024-02-08 15.07.09	5.708638093	5.696986006	TRUE	1
11	2024-02-08 15.07.10	5.708654679	5.708310992	TRUE	1
12	2024-02-08 15.07.11	5.708671332	5.711517761	FALSE	0
1	2024-02-08 15.07.34	5.708905211	5.718682505	FALSE	0
2	2024-02-08 15.07.35	5.708921885	5.744034707	FALSE	0
3	2024-02-08 15.07.38	5.708952586	5.710583153	FALSE	0
4	2024-02-08 15.07.44	5.709005737	5.708652793	TRUE	1
5	2024-02-08 15.07.45	5.709027115	5.717990276	FALSE	0
6	2024-02-08 15.07.47	5.709042721	5.709745763	FALSE	0
7	2024-02-08 15.07.54	5.709108857	5.675749319	TRUE	1
8	2024-02-08 15.07.59	5.709172368	5.71564482	FALSE	0
9	2024-02-08 15.08.05	5.709220842	5.676328502	TRUE	1
10	2024-02-08 15.08.10	5.709279699	5.693756728	TRUE	1
11	2024-02-08 15.08.11	5.70929633	5.730831099	FALSE	0
12	2024-02-08 15.08.13	5.70930777	5.708288482	TRUE	1
1	2024-02-08 15.08.35	5.709541646	5.717062635	FALSE	0
2	2024-02-08 15.08.36	5.709558323	5.740780911	FALSE	0
3	2024-02-08 15.08.40	5.709589062	5.708963283	TRUE	1
4	2024-02-08 15.08.45	5.709647387	5.728368018	FALSE	0
5	2024-02-08 15.08.47	5.709663489	5.71636953	FALSE	0
6	2024-02-08 15.08.49	5.709679127	5.70815678	TRUE	1
7	2024-02-08 15.08.55	5.709750511	5.69373297	TRUE	1
8	2024-02-08 15.09.00	5.709808804	5.714059197	FALSE	0
9	2024-02-08 15.09.06	5.709862458	5.67310789	TRUE	1
10	2024-02-08 15.09.12	5.709921333	5.692142088	TRUE	1
11	2024-02-08 15.09.13	5.70993795	5.72922252	FALSE	0
12	2024-02-08 15.09.14	5.709949439	5.724434876	FALSE	0
1	2024-02-08 15.09.36	5.710178068	5.713822894	FALSE	0
2	2024-02-08 15.09.38	5.710194714	5.737527115	FALSE	0
3	2024-02-08 15.09.41	5.710230687	5.728401728	FALSE	0
4	2024-02-08 15.09.46	5.71028378	5.725082147	FALSE	0
5	2024-02-08 15.09.48	5.710299952	5.714748784	FALSE	0
6	2024-02-08 15.09.50	5.710320992	5.728813559	FALSE	0
7	2024-02-08 15.09.56	5.710392176	5.711716621	FALSE	0
8	2024-02-08 15.10.02	5.710445254	5.712473573	FALSE	0
9	2024-02-08 15.10.08	5.710504106	5.687600644	TRUE	1
10	2024-02-08 15.10.13	5.71056296	5.688912809	TRUE	1
11	2024-02-08 15.10.14	5.710579572	5.727613941	FALSE	0
12	2024-02-08 15.10.16	5.710591021	5.722820237	FALSE	0
1	2024-02-08 15.10.37	5.710814464	5.712203024	FALSE	0
2	2024-02-08 15.10.39	5.710831138	5.757049892	FALSE	0
3	2024-02-08 15.10.42	5.710867064	5.726781857	FALSE	0
4	2024-02-08 15.10.47	5.710920181	5.723439211	FALSE	0
5	2024-02-08 15.10.49	5.710936342	5.711507293	FALSE	0
6	2024-02-08 15.10.51	5.710957159	5.727224576	FALSE	0
7	2024-02-08 15.10.58	5.711028524	5.708446866	TRUE	1
8	2024-02-08 15.11.03	5.711081682	5.710887949	TRUE	1
9	2024-02-08 15.11.09	5.711145748	5.692431562	TRUE	1
10	2024-02-08 15.11.15	5.711204589	5.68729817	TRUE	1
11	2024-02-08 15.11.16	5.711221223	5.726005362	FALSE	0
12	2024-02-08 15.11.17	5.711232658	5.719590958	FALSE	0
1	2024-02-08 15.11.39	5.71145091	5.708963283	TRUE	1
2	2024-02-08 15.11.40	5.711467574	5.740780911	FALSE	0
3	2024-02-08 15.11.43	5.711503525	5.725161987	FALSE	0
4	2024-02-08 15.11.48	5.711556622	5.720153341	FALSE	0
5	2024-02-08 15.11.50	5.711572778	5.709886548	TRUE	1
6	2024-02-08 15.11.52	5.711593593	5.725635593	FALSE	0
7	2024-02-08 15.11.59	5.711670217	5.72479564	FALSE	0
8	2024-02-08 15.12.04	5.71172331	5.723572939	FALSE	0
9	2024-02-08 15.12.11	5.711787393	5.698872786	TRUE	1
10	2024-02-08 15.12.17	5.711846241	5.685683531	TRUE	1
11	2024-02-08 15.12.18	5.711862846	5.722788204	FALSE	0
12	2024-02-08 15.12.19	5.711874253	5.716361679	FALSE	0
1	2024-02-08 15.12.40	5.712092618	5.707343413	TRUE	1
2	2024-02-08 15.12.41	5.712109198	5.737527115	FALSE	0
3	2024-02-08 15.12.44	5.712140105	5.723542117	FALSE	0
4	2024-02-08 15.12.49	5.712193051	5.718510405	FALSE	0
5	2024-02-08 15.12.51	5.712214435	5.729335494	FALSE	0
6	2024-02-08 15.12.53	5.71223003	5.72404661	FALSE	0
7	2024-02-08 15.13.00	5.712306582	5.721525886	FALSE	0
8	2024-02-08 15.13.05	5.712359692	5.721987315	FALSE	0
9	2024-02-08 15.13.13	5.712429007	5.708534622	TRUE	1
10	2024-02-08 15.13.18	5.712487869	5.782561895	FALSE	0
11	2024-02-08 15.13.19	5.712499266	5.721179625	FALSE	0
12	2024-02-08 15.13.20	5.712510725	5.71474704	FALSE	0
1	2024-02-08 15.13.41	5.712734224	5.715442765	FALSE	0
2	2024-02-08 15.13.42	5.712745651	5.734273319	FALSE	0
3	2024-02-08 15.13.45	5.712776361	5.721922246	FALSE	0
4	2024-02-08 15.13.50	5.71282949	5.71686747	FALSE	0
5	2024-02-08 15.13.53	5.712850822	5.727714749	FALSE	0
6	2024-02-08 15.13.54	5.712866432	5.722457627	FALSE	0
7	2024-02-08 15.14.01	5.712943017	5.718256131	FALSE	0
8	2024-02-08 15.14.06	5.712996111	5.720401691	FALSE	0
9	2024-02-08 15.14.14	5.713070624	5.719806763	FALSE	0
10	2024-02-08 15.14.19	5.713124223	5.782561895	FALSE	0
11	2024-02-08 15.14.20	5.713135705	5.717962466	FALSE	0
12	2024-02-08 15.14.21	5.713147185	5.7131324	TRUE	1
1	2024-02-08 15.14.42	5.713370585	5.715442765	FALSE	0
2	2024-02-08 15.14.44	5.713382064	5.747288503	FALSE	0
3	2024-02-08 15.14.46	5.713412782	5.720302376	FALSE	0
4	2024-02-08 15.14.52	5.713465895	5.711938664	TRUE	1
5	2024-02-08 15.14.54	5.713487247	5.726094003	FALSE	0
6	2024-02-08 15.14.55	5.713502885	5.720868644	FALSE	0
7	2024-02-08 15.15.03	5.71357944	5.713351499	TRUE	1
8	2024-02-08 15.15.08	5.713632759	5.717230444	FALSE	0
9	2024-02-08 15.15.15	5.713707032	5.718196457	FALSE	0
10	2024-02-08 15.15.20	5.713760676	5.780947255	FALSE	0
11	2024-02-08 15.15.21	5.713772139	5.716353887	FALSE	0
12	2024-02-08 15.15.23	5.713788823	5.727664155	FALSE	0
1	2024-02-08 15.15.44	5.714007021	5.712203024	TRUE	1
2	2024-02-08 15.15.45	5.71402365	5.732646421	FALSE	0
3	2024-02-08 15.15.48	5.714049235	5.718682505	FALSE	0
4	2024-02-08 15.15.53	5.714107576	5.723439211	FALSE	0
5	2024-02-08 15.15.55	5.714123674	5.724473258	FALSE	0
6	2024-02-08 15.15.56	5.714139297	5.719279661	FALSE	0
7	2024-02-08 15.16.04	5.714221113	5.728065395	FALSE	0
8	2024-02-08 15.16.09	5.714269	5.71564482	FALSE	0
9	2024-02-08 15.16.16	5.714343467	5.714975845	FALSE	0
10	2024-02-08 15.16.21	5.714397104	5.777717976	FALSE	0
11	2024-02-08 15.16.22	5.714408699	5.714745308	FALSE	0
12	2024-02-08 15.16.24	5.714425239	5.727664155	FALSE	0
1	2024-02-08 15.16.45	5.714648661	5.728401728	FALSE	0
2	2024-02-08 15.16.46	5.714660121	5.729392625	FALSE	0
3	2024-02-08 15.16.49	5.714685615	5.717062635	FALSE	0
4	2024-02-08 15.16.54	5.714743979	5.721796276	FALSE	0
5	2024-02-08 15.16.56	5.714760125	5.722852512	FALSE	0
6	2024-02-08 15.16.57	5.714775739	5.717690678	FALSE	0
7	2024-02-08 15.17.05	5.714857509	5.72479564	FALSE	0
8	2024-02-08 15.17.10	5.714905376	5.714059197	TRUE	1
9	2024-02-08 15.17.17	5.71497989	5.713365539	TRUE	1
10	2024-02-08 15.17.22	5.715033717	5.776103337	FALSE	0
11	2024-02-08 15.17.24	5.715044981	5.713136729	TRUE	1
12	2024-02-08 15.17.25	5.715061656	5.726049516	FALSE	0
1	2024-02-08 15.17.46	5.71528511	5.725161987	FALSE	0
2	2024-02-08 15.17.47	5.715296525	5.727765727	FALSE	0
3	2024-02-08 15.17.50	5.715322056	5.715442765	FALSE	0
4	2024-02-08 15.17.59	5.715380383	5.720153341	FALSE	0
5	2024-02-08 15.18.01	5.715434483	5.721231767	FALSE	0
6	2024-02-08 15.18.02	5.715445939	5.716101695	FALSE	0
7	2024-02-08 15.18.06	5.715493903	5.721525886	FALSE	0
8	2024-02-08 15.18.11	5.715547056	5.729915433	FALSE	0
9	2024-02-08 15.18.19	5.715621551	5.724637681	FALSE	0
10	2024-02-08 15.18.23	5.715669945	5.772874058	FALSE	0
11	2024-02-08 15.18.25	5.715686635	5.734048257	FALSE	0
12	2024-02-08 15.18.26	5.715698054	5.724434876	FALSE	0
1	2024-02-08 15.18.47	5.715921508	5.723542117	FALSE	0
2	2024-02-08 15.18.48	5.71593295	5.729392625	FALSE	0
3	2024-02-08 15.18.51	5.715958465	5.713822894	TRUE	1
4	2024-02-08 15.19.01	5.716059507	5.71686747	FALSE	0
5	2024-02-08 15.19.02	5.716070959	5.719611021	FALSE	0
6	2024-02-08 15.19.03	5.716082411	5.714512712	TRUE	1
7	2024-02-08 15.19.07	5.716130351	5.718256131	FALSE	0
8	2024-02-08 15.19.12	5.716183476	5.731501057	FALSE	0
9	2024-02-08 15.19.20	5.716258141	5.723027375	FALSE	0
10	2024-02-08 15.19.24	5.716306363	5.771259419	FALSE	0
11	2024-02-08 15.19.26	5.716323026	5.732439678	FALSE	0
12	2024-02-08 15.19.27	5.716334527	5.722820237	FALSE	0
1	2024-02-08 15.19.48	5.716557913	5.721922246	FALSE	0
2	2024-02-08 15.19.49	5.716569358	5.724511931	FALSE	0
3	2024-02-08 15.19.53	5.71660013	5.712203024	TRUE	1
4	2024-02-08 15.20.02	5.716695933	5.715224535	TRUE	1
5	2024-02-08 15.20.04	5.716712573	5.71636953	TRUE	1
6	2024-02-08 15.20.05	5.716729227	5.736758475	FALSE	0
7	2024-02-08 15.20.09	5.716766742	5.714986376	TRUE	1
8	2024-02-08 15.20.14	5.716819891	5.729915433	FALSE	0
9	2024-02-08 15.20.21	5.716894351	5.721417069	FALSE	0
10	2024-02-08 15.20.25	5.716942787	5.76803014	FALSE	0
11	2024-02-08 15.20.27	5.716959473	5.730831099	FALSE	0
12	2024-02-08 15.20.28	5.716970919	5.721205597	FALSE	0
1	2024-02-08 15.20.49	5.717194377	5.720302376	FALSE	0
2	2024-02-08 15.20.51	5.717205825	5.721258134	FALSE	0
3	2024-02-08 15.20.54	5.717241792	5.73488121	FALSE	0
4	2024-02-08 15.21.03	5.717337595	5.730010953	FALSE	0
5	2024-02-08 15.21.05	5.717354245	5.735818476	FALSE	0
6	2024-02-08 15.21.06	5.717365687	5.736758475	FALSE	0
7	2024-02-08 15.21.10	5.717408611	5.729700272	FALSE	0
8	2024-02-08 15.21.15	5.717456306	5.72832981	FALSE	0
9	2024-02-08 15.21.22	5.717530774	5.719806763	FALSE	0
10	2024-02-08 15.21.26	5.717579226	5.766415501	FALSE	0
11	2024-02-08 15.21.28	5.717595869	5.72922252	FALSE	0
12	2024-02-08 15.21.29	5.717607339	5.719590958	FALSE	0
1	2024-02-08 15.21.51	5.71783079	5.718682505	FALSE	0
2	2024-02-08 15.21.52	5.717842222	5.719631236	FALSE	0
3	2024-02-08 15.21.55	5.717878154	5.733261339	FALSE	0
4	2024-02-08 15.22.04	5.717973978	5.730010953	FALSE	0
5	2024-02-08 15.22.06	5.717990662	5.734197731	FALSE	0
6	2024-02-08 15.22.07	5.71800215	5.735169492	FALSE	0
7	2024-02-08 15.22.11	5.718044829	5.726430518	FALSE	0
8	2024-02-08 15.22.16	5.718092738	5.726744186	FALSE	0
9	2024-02-08 15.22.23	5.718167204	5.716586151	TRUE	1
10	2024-02-08 15.22.28	5.718215629	5.764800861	FALSE	0
11	2024-02-08 15.22.29	5.718232293	5.727613941	FALSE	0
12	2024-02-08 15.22.31	5.718243761	5.717976319	TRUE	1
1	2024-02-08 15.22.52	5.718467191	5.715442765	TRUE	1
2	2024-02-08 15.22.53	5.718483833	5.722885033	FALSE	0
3	2024-02-08 15.22.56	5.718514576	5.731641469	FALSE	0
4	2024-02-08 15.23.05	5.718610655	5.728368018	FALSE	0
5	2024-02-08 15.23.07	5.718627064	5.732576985	FALSE	0
6	2024-02-08 15.23.08	5.718638527	5.731991525	FALSE	0
7	2024-02-08 15.23.12	5.718681237	5.723160763	FALSE	0
8	2024-02-08 15.23.17	5.718729147	5.725158562	FALSE	0
9	2024-02-08 15.23.24	5.718808884	5.729468599	FALSE	0
10	2024-02-08 15.23.29	5.718852062	5.763186222	FALSE	0
11	2024-02-08 15.23.30	5.718868745	5.724396783	FALSE	0
12	2024-02-08 15.23.32	5.718885437	5.729278794	FALSE	0
1	2024-02-08 15.23.53	5.719108845	5.73812095	FALSE	0
2	2024-02-08 15.23.55	5.719120288	5.71637744	TRUE	1
3	2024-02-08 15.23.57	5.719150992	5.730021598	FALSE	0
4	2024-02-08 15.24.07	5.71924682	5.726725082	FALSE	0
5	2024-02-08 15.24.08	5.719263504	5.73095624	FALSE	0
6	2024-02-08 15.24.09	5.719274942	5.730402542	FALSE	0
7	2024-02-08 15.24.13	5.719317653	5.719891008	FALSE	0
8	2024-02-08 15.24.18	5.719365582	5.725158562	FALSE	0
9	2024-02-08 15.24.26	5.719445251	5.727858293	FALSE	0
10	2024-02-08 15.24.30	5.719488693	5.756727664	FALSE	0
11	2024-02-08 15.24.31	5.719505133	5.721179625	FALSE	0
12	2024-02-08 15.24.33	5.719521855	5.729278794	FALSE	0
1	2024-02-08 15.24.54	5.719745261	5.73650108	FALSE	0
2	2024-02-08 15.24.56	5.719761918	5.719631236	TRUE	1
3	2024-02-08 15.24.58	5.719787441	5.728401728	FALSE	0
4	2024-02-08 15.25.08	5.719883249	5.723439211	FALSE	0
5	2024-02-08 15.25.09	5.719899921	5.729335494	FALSE	0
6	2024-02-08 15.25.10	5.71991139	5.728813559	FALSE	0
7	2024-02-08 15.25.15	5.719954085	5.714986376	TRUE	1
8	2024-02-08 15.25.19	5.720001987	5.721987315	FALSE	0
9	2024-02-08 15.25.27	5.72008168	5.726247987	FALSE	0
10	2024-02-08 15.25.31	5.720124902	5.758342304	FALSE	0
11	2024-02-08 15.25.32	5.720141568	5.721179625	FALSE	0
12	2024-02-08 15.25.34	5.720158234	5.727664155	FALSE	0
1	2024-02-08 15.25.55	5.720381667	5.73488121	FALSE	0
2	2024-02-08 15.25.58	5.720403574	5.734273319	FALSE	0
3	2024-02-08 15.26.00	5.720424097	5.726781857	FALSE	0
4	2024-02-08 15.26.09	5.720519687	5.721796276	FALSE	0
5	2024-02-08 15.26.10	5.720536347	5.727714749	FALSE	0
6	2024-02-08 15.26.16	5.720547809	5.727224576	FALSE	0
7	2024-02-08 15.26.17	5.720601904	5.73133515	FALSE	0
8	2024-02-08 15.26.21	5.720638427	5.718816068	TRUE	1
9	2024-02-08 15.26.28	5.720718099	5.724637681	FALSE	0
10	2024-02-08 15.26.32	5.720761341	5.756727664	FALSE	0
11	2024-02-08 15.26.34	5.720777991	5.719571046	TRUE	1
12	2024-02-08 15.26.35	5.720794668	5.726049516	FALSE	0
1	2024-02-08 15.26.57	5.721018098	5.733261339	FALSE	0
2	2024-02-08 15.26.59	5.721039981	5.747288503	FALSE	0
3	2024-02-08 15.27.01	5.721060275	5.725161987	FALSE	0
4	2024-02-08 15.27.10	5.721156116	5.720153341	TRUE	1
5	2024-02-08 15.27.11	5.721172775	5.726094003	FALSE	0
6	2024-02-08 15.27.17	5.721226928	5.725635593	FALSE	0
7	2024-02-08 15.27.18	5.721238627	5.728065395	FALSE	0
8	2024-02-08 15.27.22	5.721280066	5.729915433	FALSE	0
9	2024-02-08 15.27.29	5.721354533	5.723027375	FALSE	0
10	2024-02-08 15.27.33	5.721397756	5.755113025	FALSE	0
11	2024-02-08 15.27.35	5.721419648	5.737265416	FALSE	0
12	2024-02-08 15.27.36	5.721431078	5.726049516	FALSE	0
1	2024-02-08 15.27.58	5.721654512	5.730021598	FALSE	0
2	2024-02-08 15.28.00	5.721676374	5.737527115	FALSE	0
3	2024-02-08 15.28.02	5.721696689	5.725161987	FALSE	0
4	2024-02-08 15.28.11	5.72179777	5.734939759	FALSE	0
